breed,year,n
Fox Terrier Smooth,2012,94
Fox Terrier Wire,2012,669
Foxhound,2012,0
French Bulldog,2012,4648
German Longhaired Pointer ,2012,17
German Pinscher,2012,13
German Shepherd Dog ,2012,8502
German Shorthaired Pointer,2012,1255
German Spitz Klein,2012,105
German Spitz Mittel,2012,82
German Wirehaired Pointer,2012,380
Giant Schnauzer,2012,237
Glen Of Imaal Terrier,2012,57
Gordon Setter,2012,252
Grand Bleu De Gascogne ,2012,0
Great Dane,2012,1281
Greater Swiss Mountain Dog ,2012,22
Greenland Dog,2012,14
Greyhound,2012,30
Griffon Bruxellois,2012,148
Hamiltonstovare,2012,6
Havanese,2012,232
Hovawart,2012,11
Hungarian Kuvasz,2012,0
Hungarian Puli,2012,71
Hungarian Vizsla,2012,1607
Hungarian Wire Haired Vizsla,2012,368
Ibizan Hound,2012,19
Irish Red and White Setter,2012,89
Irish Setter,2012,924
Irish Terrier,2012,306
Irish Wolfhound,2012,302
Italian Greyhound,2012,208
Italian Spinone,2012,441
Japanese Akita Inu,2012,68
Japanese Chin,2012,256
Japanese Shiba Inu,2012,238
Japanese Spitz,2012,151
Keeshond,2012,90
Kerry Blue Terrier,2012,210
King Charles Spaniel,2012,217
Komondor,2012,9
Kooikerhondje ,2012,33
Korean Jindo ,2012,14
Korthals Griffon ,2012,16
Lagotto Romagnolo ,2012,46
Lakeland Terrier,2012,208
Lancashire Heeler,2012,104
Large Munsterlander,2012,96
Leonberger,2012,298
Lhasa Apso,2012,4449
Lowchen Little Lion Dog,2012,111
Maltese,2012,1085
Manchester Terrier,2012,124
Maremma Sheepdog,2012,25
Mastiff,2012,140
Mexican Hairless Intermediate ,2012,20
Mexican Hairless Miniature ,2012,5
Mexican Hairless Standard ,2012,2
Miniature Pinscher,2012,428
Miniature Schnauzer,2012,5797
Neapolitan Mastiff,2012,99
Newfoundland,2012,921
Norfolk Terrier,2012,546
Norwegian Buhund,2012,32
Norwegian Elkhound,2012,62
Norwich Terrier,2012,170
Old English Sheepdog,2012,429
Otterhound,2012,37
Papillon,2012,529
Parson Russell Terrier,2012,562
Pekingese,2012,457
Pharaoh Hound,2012,14
Pointer,2012,687
Polish Lowland Sheepdog,2012,65
Pomeranian,2012,676
Poodle Miniature,2012,952
Poodle Standard,2012,963
Poodle Toy,2012,1308
Portuguese Pointer,2012,0
Portuguese Pondengo ,2012,23
Portuguese Water Dog,2012,125
Pug,2012,7359
Pyrenean Mastiff ,2012,0
Pyrenean Mountain Dog,2012,105
pyrenean sheepdog,2012,12
Retriever Chesapeake Bay,2012,76
Retriever Curly Coated,2012,71
Retriever Flat Coated,2012,1184
Retriever Golden,2012,7085
Retriever Labrador,2012,36487
Retriever Nova Scotia Duck Tolling,2012,210
Rhodesian Ridgeback,2012,1070
Rottweiler,2012,1554
Russian Black Terrier ,2012,75
Saluki,2012,150
Samoyed,2012,245
Schipperke,2012,39
Schnauzer,2012,272
Scottish Terrier,2012,677
Sealyham Terrier,2012,76
Segugio Italiano ,2012,0
SharPei,2012,1706
Shetland Sheepdog,2012,1085
Shih Tzu,2012,4565
Siberian Husky,2012,1684
Skye Terrier,2012,42
Sloughi,2012,14
Slovakian Rough Haired Pointer ,2012,43
Small Munsterlander ,2012,1
SoftCoated Wheaten Terrier,2012,455
Spaniel American Cocker,2012,318
Spaniel American Water ,2012,1
Spaniel Clumber,2012,151
Spaniel Cocker,2012,23306
Spaniel English Springer,2012,12792
Spaniel Field,2012,47
Spaniel Irish Water,2012,148
Spaniel Sussex,2012,74
Spaniel Welsh Springer,2012,348
Spanish Water Dog ,2012,146
st bernard,2012,557
Staffordshire Bull Terrier,2012,6235
Swedish Lapphund ,2012,1
Swedish Vallhund,2012,33
Tibetan Mastiff,2012,75
Tibetan Spaniel,2012,193
Tibetan Terrier,2012,1283
Turkish Kangal,2012,0
Weimaraner,2012,1307
Welsh Corgi Cardigan,2012,94
Welsh Corgi Pembroke,2012,333
Welsh Terrier,2012,352
West Highland White Terrier,2012,3975
Whippet,2012,3084
Yorkshire Terrier,2012,2505
Affenpinscher,2013,63
Afghan Hound,2013,138
Airedale Terrier,2013,555
Akita,2013,654
Alaskan Malamute,2013,851
Anatolian Shepherd Dog,2013,27
Australian Cattle Dog,2013,33
Australian Shepherd,2013,202
Australian Silky Terrier,2013,11
Australian Terrier,2013,33
Azawakh ,2013,0
Basenji,2013,46
Basset Bleu De Gascogne ,2013,11
Basset Fauve De Bretagne,2013,95
Basset Griffon Vendeen Grand,2013,117
Basset Griffon Vendeen Petit,2013,148
Basset Hound,2013,721
Bavarian Mountain Hound ,2013,80
Beagle,2013,2365
Bearded Collie,2013,552
Beauceron ,2013,23
Bedlington Terrier,2013,482
Belgian Shepherd Dog,2013,268
Bergamasco ,2013,7
Bernese Mountain Dog,2013,636
Bichon Frise,2013,1614
Bloodhound,2013,51
Bolognese,2013,143
Border Collie,2013,2115
Border Terrier,2013,6390
Borzoi,2013,109
Boston Terrier,2013,1447
Bouvier Des flandre,2013,78
Boxer,2013,4003
Bracco Italiano ,2013,62
Briard,2013,126
Brittany,2013,158
Bull Terrier,2013,1825
Bull Terrier Miniature,2013,161
Bulldog,2013,5769
Bullmastiff,2013,672
Cairn Terrier,2013,1085
Canaan Dog,2013,8
Canadian Eskimo Dog,2013,12
Catalan Sheepdog ,2013,24
Cavalier King Charles Spaniel,2013,5145
Cesky Terrier,2013,26
Chihuahua Long Coat,2013,2378
Chihuahua Smooth Coat,2013,3845
Chinese Crested,2013,390
Chow Chow,2013,393
Cirneco DellEtna ,2013,19
Collie Rough,2013,842
Collie Smooth,2013,82
Coton De Tulear,2013,262
Dachshund LongHaired,2013,157
Dachshund Miniature LongHaired,2013,789
Dachshund Miniature SmoothHaired,2013,2871
Dachshund Miniature WireHaired,2013,613
Dachshund SmoothHaired,2013,112
Dachshund WireHaired,2013,345
Dalmatian,2013,1163
Dandie Dinmont Terrier,2013,105
Deerhound,2013,236
Dobermann,2013,1212
Dogue de Bordeaux ,2013,2366
English Setter,2013,326
English Toy Terrier Black and Tan,2013,115
Entlebucher Mountain Dog ,2013,6
Estrela Mountain Dog,2013,19
Eurasier ,2013,93
Finnish Lapphund,2013,54
Finnish Spitz,2013,19
Fox Terrier Smooth,2013,122
Fox Terrier Wire,2013,604
Foxhound,2013,11
French Bulldog,2013,6990
German Longhaired Pointer ,2013,9
German Pinscher,2013,15
German Shepherd Dog ,2013,7954
German Shorthaired Pointer,2013,1367
German Spitz Klein,2013,106
German Spitz Mittel,2013,57
German Wirehaired Pointer,2013,333
Giant Schnauzer,2013,187
Glen Of Imaal Terrier,2013,55
Gordon Setter,2013,273
Grand Bleu De Gascogne ,2013,0
Great Dane,2013,1191
Greater Swiss Mountain Dog ,2013,41
Greenland Dog,2013,10
Greyhound,2013,40
Griffon Bruxellois,2013,155
Hamiltonstovare,2013,17
Havanese,2013,225
Hovawart,2013,17
Hungarian Kuvasz,2013,0
Hungarian Puli,2013,30
Hungarian Vizsla,2013,1765
Hungarian Wire Haired Vizsla,2013,620
Ibizan Hound,2013,4
Irish Red and White Setter,2013,82
Irish Setter,2013,859
Irish Terrier,2013,362
Irish Wolfhound,2013,322
Italian Greyhound,2013,231
Italian Spinone,2013,517
Japanese Akita Inu,2013,84
Japanese Chin,2013,182
Japanese Shiba Inu,2013,223
Japanese Spitz,2013,125
Keeshond,2013,100
Kerry Blue Terrier,2013,169
King Charles Spaniel,2013,161
Komondor,2013,2
Kooikerhondje ,2013,33
Korean Jindo ,2013,11
Korthals Griffon ,2013,55
Lagotto Romagnolo ,2013,46
Lakeland Terrier,2013,221
Lancashire Heeler,2013,103
Large Munsterlander,2013,108
Leonberger,2013,391
Lhasa Apso,2013,3923
Lowchen Little Lion Dog,2013,92
Maltese,2013,1143
Manchester Terrier,2013,198
Maremma Sheepdog,2013,31
Mastiff,2013,139
Mexican Hairless Intermediate ,2013,2
Mexican Hairless Miniature ,2013,23
Mexican Hairless Standard ,2013,0
Miniature Pinscher,2013,368
Miniature Schnauzer,2013,5584
Neapolitan Mastiff,2013,107
Newfoundland,2013,861
Norfolk Terrier,2013,568
Norwegian Buhund,2013,45
Norwegian Elkhound,2013,71
Norwich Terrier,2013,194
Old English Sheepdog,2013,461
Otterhound,2013,42
Papillon,2013,543
Parson Russell Terrier,2013,499
Pekingese,2013,354
Pharaoh Hound,2013,27
Pointer,2013,699
Polish Lowland Sheepdog,2013,69
Pomeranian,2013,731
Poodle Miniature,2013,900
Poodle Standard,2013,832
Poodle Toy,2013,1304
Portuguese Pointer,2013,27
Portuguese Pondengo ,2013,29
Portuguese Water Dog,2013,195
Pug,2013,8071
Pyrenean Mastiff ,2013,0
Pyrenean Mountain Dog,2013,82
pyrenean sheepdog,2013,26
Retriever Chesapeake Bay,2013,69
Retriever Curly Coated,2013,118
Retriever Flat Coated,2013,1299
Retriever Golden,2013,7117
Retriever Labrador,2013,35026
Retriever Nova Scotia Duck Tolling,2013,192
Rhodesian Ridgeback,2013,1066
Rottweiler,2013,1453
Russian Black Terrier ,2013,52
Saluki,2013,95
Samoyed,2013,224
Schipperke,2013,37
Schnauzer,2013,286
Scottish Terrier,2013,712
Sealyham Terrier,2013,68
Segugio Italiano ,2013,0
SharPei,2013,1808
Shetland Sheepdog,2013,1112
Shih Tzu,2013,4319
Siberian Husky,2013,1339
Skye Terrier,2013,17
Sloughi,2013,11
Slovakian Rough Haired Pointer ,2013,69
Small Munsterlander ,2013,0
SoftCoated Wheaten Terrier,2013,372
Spaniel American Cocker,2013,263
Spaniel American Water ,2013,1
Spaniel Clumber,2013,247
Spaniel Cocker,2013,22943
Spaniel English Springer,2013,11316
Spaniel Field,2013,29
Spaniel Irish Water,2013,101
Spaniel Sussex,2013,55
Spaniel Welsh Springer,2013,353
Spanish Water Dog ,2013,198
st bernard,2013,526
Staffordshire Bull Terrier,2013,5767
Swedish Lapphund ,2013,1
Swedish Vallhund,2013,58
Tibetan Mastiff,2013,73
Tibetan Spaniel,2013,140
Tibetan Terrier,2013,1431
Turkish Kangal,2013,14
Weimaraner,2013,1261
Welsh Corgi Cardigan,2013,102
Welsh Corgi Pembroke,2013,328
Welsh Terrier,2013,447
West Highland White Terrier,2013,3174
Whippet,2013,3226
Yorkshire Terrier,2013,2077
Affenpinscher,2014,98
Afghan Hound,2014,165
Airedale Terrier,2014,610
Akita,2014,484
Alaskan Malamute,2014,761
Anatolian Shepherd Dog,2014,0
Australian Cattle Dog,2014,49
Australian Shepherd ,2014,130
Australian Silky Terrier,2014,10
Australian Terrier,2014,27
Azawakh ,2014,1
Basenji,2014,41
Basset Bleu de Gascogne ,2014,1
Basset Fauve de Bretagne,2014,104
Basset Griffon Vendeen Grand,2014,98
Basset Griffon Vendeen Petit,2014,99
Basset Hound,2014,572
Bavarian Mountain Hound ,2014,48
Beagle,2014,2512
Bearded Collie,2014,371
Beauceron ,2014,6
Bedlington Terrier,2014,462
Belgian Shepherd Dog,2014,319
Bergamasco ,2014,3
Bernese Mountain Dog,2014,652
Bichon Frise,2014,1411
Bloodhound,2014,74
Bolognese ,2014,146
Border Collie,2014,2142
Border Terrier,2014,5988
Borzoi,2014,120
Boston Terrier,2014,1626
Bouvier des flandre,2014,30
Boxer,2014,4146
Bracco Italiano,2014,87
Briard,2014,99
Brittany,2014,123
Bull Terrier,2014,1567
Bull Terrier Miniature,2014,189
Bulldog,2014,5958
Bullmastiff,2014,599
Cairn Terrier,2014,908
Canaan Dog,2014,11
Canadian Eskimo Dog,2014,10
Catalan Sheepdog  ,2014,49
Cavalier King Charles Spaniel,2014,4931
Cesky Terrier ,2014,31
Chihuahua Long Coat,2014,2242
Chihuahua Smooth Coat,2014,4012
Chinese Crested,2014,364
Chow Chow,2014,431
Cirneco DellEtna ,2014,18
Collie Rough,2014,793
Collie Smooth,2014,33
Coton de Tulear ,2014,236
Dachshund Long Haired,2014,131
Dachshund Miniature Long Haired,2014,858
Dachshund Miniature Smooth Haired,2014,3129
Dachshund Miniature Wire Haired,2014,635
Dachshund Smooth Haired,2014,202
Dachshund Wire Haired,2014,357
Dalmatian,2014,1123
Dandie Dinmont Terrier,2014,144
Deerhound,2014,234
Dobermann,2014,1104
Dogue de Bordeaux,2014,2269
English Setter,2014,332
English Toy Terrier Black and Tan,2014,94
Entlebucher Mountain Dog ,2014,10
Estrela Mountain Dog,2014,29
Eurasier ,2014,194
Finnish Lapphund,2014,85
Finnish Spitz,2014,19
Fox Terrier Smooth,2014,142
Fox Terrier Wire,2014,676
Foxhound,2014,11
French Bulldog,2014,9670
German Longhaired Pointer,2014,19
German Pinscher,2014,42
German Shepherd Dog ,2014,7926
German Shorthaired Pointer,2014,1530
German Spitz Klein,2014,95
German Spitz Mittel,2014,49
German Wirehaired Pointer,2014,351
Giant Schnauzer,2014,278
Glen of Imaal Terrier,2014,74
Gordon Setter,2014,250
Grand Bleu de Gascogne ,2014,0
Great Dane,2014,1197
Greater Swiss Mountain Dog ,2014,31
Greenland Dog,2014,2
Greyhound,2014,32
Griffon Bruxellois,2014,173
Griffon Fauve de Bretagne ,2014,15
Hamiltonstovare,2014,17
Havanese ,2014,344
Hovawart,2014,35
Hungarian Kuvasz,2014,0
Hungarian Puli,2014,49
Hungarian Pumi ,2014,29
Hungarian Vizsla,2014,1803
Hungarian Wirehaired Vizsla,2014,552
Ibizan Hound,2014,7
Irish Red and White Setter,2014,102
Irish Setter,2014,829
Irish Terrier,2014,371
Irish Wolfhound,2014,282
Italian Greyhound,2014,280
Italian Spinone,2014,478
Japanese Akita Inu,2014,84
Japanese Chin,2014,248
Japanese Shiba Inu,2014,242
Japanese Spitz,2014,218
Keeshond,2014,107
Kerry Blue Terrier,2014,172
King Charles Spaniel,2014,142
Komondor,2014,11
Kooikerhondje ,2014,28
Korean Jindo ,2014,20
Korthals Griffon ,2014,61
Lagotto Romagnola ,2014,65
Lakeland Terrier,2014,176
Lancashire Heeler,2014,132
Large Munsterlander,2014,86
Leonberger,2014,334
Lhasa Apso,2014,3394
Lowchen Little Lion Dog,2014,89
Maltese,2014,1224
Manchester Terrier,2014,187
Maremma Sheepdog,2014,26
Mastiff ,2014,124
Mexican Hairless Intermediate ,2014,8
Mexican Hairless Miniature ,2014,12
Mexican Hairless Standard ,2014,9
Miniature Pinscher,2014,361
Miniature Schnauzer,2014,5481
Neapolitan Mastiff,2014,60
Newfoundland,2014,981
Norfolk Terrier,2014,540
Norwegian Buhund,2014,12
Norwegian Elkhound,2014,45
Norwich Terrier,2014,166
Old English Sheepdog,2014,405
Otterhound,2014,22
Papillon,2014,486
Parson Russell Terrier,2014,395
Pekingese,2014,284
Pharaoh Hound,2014,13
Picardy Sheepdog ,2014,21
Pointer,2014,566
Polish Lowland Sheepdog,2014,47
Pomeranian,2014,805
Poodle Miniature,2014,1003
